Record Number,Name,Core ID,Code,Type,Status,Holder,Grant date,Expiry date,Cadastral units (CU),Area (km²),States,LGAs,Minerals
554,,29878,QLS-029878,Quarry Lease,Blocked,HAPPY HOME GALLERY LIMITED,29/08/2019,28/08/2024,4,0.84,Kano,Rogo,Granite
555,RANO,59874,EL-059874,Exploration License,Valid,TERRA E & P LTD,22/04/2024,21/04/2027,156,32.67,Kano,Rano,"Lithium,Tin,Amethyst,Columbite"
556,YAMMAWAR GANJI2 MAKODA KANO,63490,QLS-063490,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,30/10/2024,29/10/2029,1,0.21,Kano,Makoda,Laterite
557,JIBA MAKODA KANO,63486,QLS-063486,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,06/11/2024,05/11/2029,2,0.42,Kano,Dambatta,Laterite
558,DAWAKIN/KUDU,61910,QLS-061910,Quarry Lease,Valid,NATIM INTEGTRATED SERVICE LTD,22/01/2025,21/01/2030,4,0.84,Kano,"Dawakin Kudu, Warawa",Granite
559,DAWAKIN TOFA/BICHI,62137,QLS-062137,Quarry Lease,Valid,BHAJIA INTERNATIONAL LIMITED,15/10/2024,14/10/2029,3,0.63,Kano,Dawakintofa,"Granite,Mica,Lithium,Quartz"
560,,35150,QLS-035150,Quarry Lease,Blocked,ALU QUARRIES LTD,24/08/2021,23/08/2026,2,0.42,Kano,Kumbotso,Granite
561,CHEDIYAN DAWAKINTOFA KANO,63493,QLS-063493,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,30/10/2024,29/10/2029,1,0.21,Kano,Dawakintofa,Laterite
562,KALEBAWA DAWAKINTOFA KANO,63494,QLS-063494,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,30/10/2024,29/10/2029,1,0.21,Kano,Dawakintofa,Laterite
563,,29064,SSML-029064,Small Scale Mining Lease,Blocked,AHMAD HASSAN KOGARI,15/02/2019,14/02/2024,4,0.84,Kano,Bichi,"Beryl,Tourmaline (others),Gold"
564,,32921,EL-032921,Exploration License,Released,GREENWINGS GLOBAL INVESTMENT LIMITED,15/02/2021,14/02/2024,152,31.74,Kano,"Bichi, Tsanyawa",Manganese
565,,30128,SSML-030128,Small Scale Mining Lease,Blocked,AHMAD SANI NUHU,23/10/2019,22/10/2024,15,3.14,Kano,Dawakin Kudu,Sand
566,GWARZO,63520,EL-063520,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,30/10/2024,29/10/2027,98,20.49,Kano,"Gwarzo, Shanono","Lithium,Tin,Beryl,Tourmaline (others),Gold"
567,GWARZO,63519,EL-063519,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,30/10/2024,29/10/2027,76,15.89,Kano,Gwarzo,"Lithium,Tantalum,Tin,Tourmaline (others),Gold"
568,Dawakin Kudu,36354,QLS-036354,Quarry Lease,Blocked,SAJNAM GLOBAL NIGERIA LIMITED,09/03/2022,08/03/2027,4,0.84,Kano,Dawakin Kudu,Granite
569,SHANONO,55507,SSML-055507,Small Scale Mining Lease,Valid,BEZET GWARZO GLOBAL VENTURES,25/01/2024,24/01/2029,3,0.63,Kano,Shanono,Gold
570,DAWAKIN TOFA/BICHI,42900,EL-042900,Exploration License,Valid,BHAJIA INTERNATIONAL LIMITED,15/08/2023,14/08/2026,581,121.34,Kano,"Bichi, Dawakintofa, Makoda, Minjibir","Clay,Mica,Lithium,Kaoline,Quartz,Silica sand,Tourmaline (blue)"
571,,35693,QLS-035693,Quarry Lease,Blocked,TIJJANI BABA YARO,12/11/2021,11/11/2026,1,0.21,Kano,Tofa,Granite
572,,31800,SSML-031800,Small Scale Mining Lease,Blocked,BRAINS & HAMMERS LIMITED,02/10/2020,01/10/2025,15,3.14,Kano,Dawakin Kudu,Sand
573,KUMBOTSO,61548,QLS-061548,Quarry Lease,Valid,LONGMA INDUSTRY LIMITED,09/08/2024,08/08/2029,4,0.84,Kano,Kumbotso,Granite
574,GARUM MALLAM,61468,SSML-061468,Small Scale Mining Lease,Valid,AMINU SANI,15/10/2024,14/10/2029,1,0.21,Kano,"Garum Mallam, Madobi",Sand
575,KANO,63659,EL-063659,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,15/11/2024,14/11/2027,97,20.29,Kano,Gwarzo,"Tantalum,Beryl,Tourmaline (others),Gold"
576,DAWAKIN-KUDU,62603,EL-062603,Exploration License,Valid,BADETOK INFINITE GRAND RESOURES LIMITED,30/10/2024,29/10/2027,24,5.02,Kano,Dawakin Kudu,"Tin,Columbite,Ilmenite,Zircon sand"
577,SHANONO,53269,SSML-053269,Small Scale Mining Lease,Valid,SAFILA GLOBAL MERCHANTS LTD,25/01/2024,24/01/2029,2,0.42,Kano,Shanono,Gold
578,FAGJI WARAWA KANO,63453,QLS-063453,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,30/10/2024,29/10/2029,1,0.21,Kano,Warawa,Laterite
579,KANO,63657,EL-063657,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,15/11/2024,14/11/2027,100,20.92,Kano,Gwarzo,"Tantalum,Beryl,Tourmaline (others),Gold"
580,KANO,63654,EL-063654,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,15/11/2024,14/11/2027,100,20.91,Kano,Gwarzo,"Tantalum,Beryl,Tourmaline (others),Gold"
581,"DOGUWA LGA, KANO STATE",62691,SSML-062691,Small Scale Mining Lease,Valid,ZEDVEST FORT LIMITED,09/08/2024,08/08/2029,2,0.42,Kano,Doguwa,"Tin,Topaz,Tourmaline (blue),Cassiterite,Wolframite"
582,,28570,QLS-028570,Quarry Lease,Released,GROUNDWORK PERFECT SOLUTIONS LIMITED,07/12/2018,06/12/2023,2,0.42,Kano,Kibiya,Granite
583,KANO,63670,EL-063670,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,15/11/2024,14/11/2027,79,16.52,Kano,"Gwarzo, Karaye","Tantalum,Beryl,Tourmaline (others),Gold"
584,,28790,QLS-028790,Quarry Lease,Released,ALH ALIKO SHUAIBU MUKTAR,28/12/2018,27/12/2023,2,0.42,Kano,Kiri,Granite
585,WARAWA,39418,QLS-039418,Quarry Lease,Blocked,YANSHANA QUARRY WORKERS MULTI COOPERATIVE SOCIETY LIMITED,11/11/2022,10/11/2027,1,0.21,Kano,Warawa,Granite
586,DAWAKIN KUDU,62621,SSML-062621,Small Scale Mining Lease,Valid,BADETOK INFINITE GRAND RESOURES LIMITED,30/10/2024,29/10/2029,1,0.21,Kano,Dawakin Kudu,"Tin,Columbite,Ilmenite,Zircon sand"
587,DAWAKIN-KUDU,61011,QLS-061011,Quarry Lease,Valid,GANAN MINING LTD,09/08/2024,08/08/2029,2,0.42,Kano,"Dawakin Kudu, Warawa",Granite
588,,33013,SSML-033013,Small Scale Mining Lease,Blocked,IBRAHIM ALASAN,09/12/2020,08/12/2025,7,1.46,Kano,"Bebeji, Madobi",Sand
589,,32993,SSML-032993,Small Scale Mining Lease,Blocked,YUSUF IBRAHIM MUSA,09/12/2020,08/12/2025,3,0.63,Kano,Rogo,Sand
590,,32683,SSML-032683,Small Scale Mining Lease,Blocked,SHEHU KABIRU BAYERO,23/10/2020,22/10/2025,2,0.42,Kano,Gwarzo,Gold
591,,29053,SSML-029053,Small Scale Mining Lease,Blocked,UMARU AUWALU,15/02/2019,14/02/2024,3,0.63,Kano,Shanono,Gold
592,BAGWAI,54354,EL-054354,Exploration License,Valid,KEPTIN SERVICES LIMITED,22/11/2023,21/11/2026,60,12.54,Kano,Bagwai,Gold
593,,28658,SSML-028658,Small Scale Mining Lease,Blocked,AUWALU ILIYASU,07/12/2018,06/12/2028,4,0.84,Kano,Doguwa,"Tin,Columbite,Zircon sand"
594,,14165,QLS-014165,Quarry Lease,Blocked,BELLO IBRAHIM YAHAYA,18/06/2013,17/06/2028,3,0.63,Kano,Dawakin Kudu,Sand
595,,60966,SSML-060966,Small Scale Mining Lease,Valid,HARUNA ABDULLAHI,13/06/2024,12/06/2029,10,2.1,Kano,Doguwa,"Sand,Iron"
596,,26140,QLS-026140,Quarry Lease,Blocked,VIVA METAL & PLASTICS INDUSTRIES LIMITED,18/12/2017,17/12/2027,8,1.67,Kano,Dawakin Kudu,Sand
597,,26139,QLS-026139,Quarry Lease,Blocked,VIVA METAL & PLASTICS INDUSTRIES LIMITED,07/12/2017,06/12/2027,6,1.25,Kano,Dawakin Kudu,Granite
598,Jali2 Dawakintofa Kano,59034,SSML-059034,Small Scale Mining Lease,Valid,MOTA-ENGIL NIGERIA LTD,30/04/2024,29/04/2029,2,0.42,Kano,Dawakintofa,Laterite
599,SHANONO,59029,SSML-059029,Small Scale Mining Lease,Valid,GEEWA MINING LTD,23/04/2024,22/04/2029,8,1.67,Kano,Shanono,"Bentonite,Lithium,Cassiterite,Gold"
600,,62594,QLS-062594,Quarry Lease,Valid,UA MINING NIGERIA LIMITED,26/08/2024,25/08/2029,1,0.21,Kano,Tofa,Granite
601,,62593,QLS-062593,Quarry Lease,Valid,UA MINING NIGERIA LIMITED,26/08/2024,25/08/2029,1,0.21,Kano,"Dawakintofa, Tofa",Granite
602,TOFA,38772,QLS-038772,Quarry Lease,Blocked,MUTUAL COMMITMENT COMPANY LIMITED,21/10/2022,20/10/2027,4,0.84,Kano,Dawakintofa,Granite
603,,32794,EL-032794,Exploration License,Released,HAPPY HOME GALLERY LIMITED,09/12/2020,08/12/2023,160,33.5,Kano,"Kiri, Rogo","Gold,Wolframite"
604,,62223,SSML-062223,Small Scale Mining Lease,Valid,U A PHONE PLUS,26/08/2024,25/08/2029,6,1.25,Kano,Kunchi,Gold
605,,29877,QLS-029877,Quarry Lease,Released,TENG FEI MINING COMPANY LTD,29/08/2019,28/08/2024,4,0.84,Kano,Shanono,Quartz
606,TSANGAYA GAYA KANO,63476,QLS-063476,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,06/11/2024,05/11/2029,2,0.42,Kano,Gaya,Laterite
607,,30437,QLS-030437,Quarry Lease,Blocked,LABARAN SANI TOKARAWA,14/02/2020,13/02/2025,1,0.21,Kano,Gezawa,Granite
608,"UNGOGO LGA, KANO STATE",46439,EL-046439,Exploration License,Valid,MATTA COMMODITIES LTD,10/11/2023,09/11/2026,54,11.28,Kano,"Gezawa, Ungogo","Lithium,Tantalum,Tin,Cassiterite,Columbite"
609,GWARZO,63864,EL-063864,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,09/12/2024,08/12/2027,86,17.98,Kano,"Gwarzo, Shanono",Gold
610,Madobi,36031,SSML-036031,Small Scale Mining Lease,Blocked,SANI AHMED,24/03/2022,23/03/2027,15,3.14,Kano,"Garum Mallam, Madobi",Sand
611,TOFA,59876,EL-059876,Exploration License,Valid,XINHUI INDUSTRIAL NIG. LIMITED,23/10/2024,22/10/2027,175,36.57,Kano,"Dawakintofa, Tofa","Tin,Columbite,Gold"
612,,35730,SSML-035730,Small Scale Mining Lease,Blocked,NAZAFAT NIGERIA LIMITED,16/11/2021,15/11/2026,5,1.05,Kano,Tudun-Wada,Gold
613,,35517,EL-035517,Exploration License,Valid,ARCHITRAX CONSULT NIG. LTD.,04/04/2023,03/04/2026,70,14.7,Kano,Doguwa,"Copper,Platinum"
614,KANO,36502,SSML-036502,Small Scale Mining Lease,Valid,DAYSTROM FARMS LIMITED,11/11/2022,10/11/2027,4,0.84,Kano,Bichi,Sand
615,,35341,SSML-035341,Small Scale Mining Lease,Blocked,DA TANG SULTANATE HERITAGE INVESTMENT LTD,08/10/2021,07/10/2026,11,2.3,Kano,"Bebeji, Garum Mallam","Sand,Feldspar"
616,GAMOJI TA KUDU DUTSE JIGAWA,63466,QLS-063466,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,30/10/2024,29/10/2029,2,0.42,Kano,Gaya,Laterite
617,,35227,SSML-035227,Small Scale Mining Lease,Blocked,CURVES & STRAIGHTS DESIGNS LTD,01/09/2021,31/08/2026,5,1.05,Kano,Madobi,Gold
618,TSANYAWA,63845,EL-063845,Exploration License,Valid,NUA MINING LIMITED,15/11/2024,14/11/2027,48,10.02,Kano,Tsanyawa,Gold
619,SHANONO,62755,EL-062755,Exploration License,Valid,WIZCHINO ENGINEERING LIMITED,15/10/2024,14/10/2027,80,16.72,Kano,"Bagwai, Shanono","Cassiterite,Columbite"
620,,34540,SSML-034540,Small Scale Mining Lease,Blocked,CURVES & STRAIGHTS DESIGNS LTD,16/06/2021,15/06/2026,4,0.84,Kano,Shanono,Gold
621,MADOBI,61589,QLS-061589,Quarry Lease,Valid,MUKAFZA NIG. LTD.,09/08/2024,08/08/2029,4,0.84,Kano,Madobi,Granite
622,,34530,SSML-034530,Small Scale Mining Lease,Blocked,MUHAMMAD SALISU GIDE,16/06/2021,15/06/2026,4,0.84,Kano,Rogo,Sand
623,,34361,SSML-034361,Small Scale Mining Lease,Blocked,CURVES & STRAIGHTS DESIGNS LTD,16/06/2021,15/06/2026,2,0.42,Kano,Shanono,Gold
624,"KANO, TSANYAWA",63046,EL-063046,Exploration License,Valid,GEEWA MINING LTD,23/10/2024,22/10/2027,48,10.02,Kano,"Bichi, Tsanyawa","Bentonite,Lithium,Beryl,Gold"
625,"MADOBI, KANO",39993,SSML-039993,Small Scale Mining Lease,Released,MUKAFZA NIG. LTD.,23/01/2023,22/01/2028,6,1.25,Kano,Madobi,"Mica,Beryl,Tourmaline (others)"
626,SHANONO,63800,EL-063800,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,15/11/2024,14/11/2027,100,20.9,Kano,Shanono,Gold
627,,35231,SSML-035231,Small Scale Mining Lease,Blocked,CURVES & STRAIGHTS DESIGNS LTD,01/09/2021,31/08/2026,5,1.05,Kano,Bebeji,Gold
628,GWARZO,63872,EL-063872,Exploration License,Valid,TENCENT TECHNOLOGY LIMITED,09/12/2024,08/12/2027,100,20.91,"Kano, Katsina","Gwarzo, Shanono, Musawa",Gold
629,,31152,QLS-031152,Quarry Lease,Blocked,AFDIN QUARRY NIGERIA LIMITED,29/07/2020,28/07/2025,2,0.42,Katsina,Batagarawa,Granite
630,,34199,QLS-034199,Quarry Lease,Blocked,ANNURU INTERNATIONAL NIGERIA LTD,31/05/2021,30/05/2026,2,0.42,Katsina,Jibia,Granite
631,TUMAN KADA KAITA KATSINA,63481,QLS-063481,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,06/11/2024,05/11/2029,1,0.21,Katsina,Kaita,Laterite
632,BATAGARAWA,60679,QLS-060679,Quarry Lease,Valid,YUSUF AHMAD,26/08/2024,25/08/2029,2,0.42,Katsina,Batagarawa,Granite
633,GURJIYA SANDAMU KATSINA,63483,QLS-063483,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,06/11/2024,05/11/2029,2,0.42,Katsina,Sandamu,Laterite
634,Katsina,36015,SSML-036015,Small Scale Mining Lease,Blocked,DIAMOND TANNERY LIMITED,24/03/2022,23/03/2027,10,2.08,Katsina,"Jibia, Kaita","Mica,Quartz,Beryl,Gold"
635,MALGA MASHI RIMI,63482,QLS-063482,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,06/11/2024,05/11/2029,1,0.21,Katsina,Mashi,Laterite
636,,27502,EL-027502,Exploration License,Blocked,WESTERN METAL PRODUCTS COMPANY LIMITED,08/06/2018,07/06/2025,100,20.86,Katsina,"Bindawa, Ingawa, Kankia",Iron
637,,35424,SSML-035424,Small Scale Mining Lease,Blocked,DUWAN COMPANY LIMITED,03/09/2021,02/09/2026,3,0.63,Katsina,Kafur,"Sand,Tin,Columbite,Zircon sand"
638,,34907,SSML-034907,Small Scale Mining Lease,Blocked,MUTUAL COMMITMENT COMPANY LIMITED,19/07/2021,18/07/2026,5,1.05,Katsina,Bakori,"Laterite,Sand"
639,,34768,SSML-034768,Small Scale Mining Lease,Blocked,WINDLAND ENGINEERING & PROPERTIES LTD,06/07/2021,05/07/2026,5,1.05,Katsina,Kafur,Sand
640,,32509,EL-032509,Exploration License,Released,SOLID SHOOTERS MINING & MINERAL RESOURCES LTD,09/12/2020,08/12/2023,180,37.54,Katsina,Batsari,"Tantalum,Tin,Tourmaline (others),Columbite,Gold"
641,,62567,EL-062567,Exploration License,Valid,NIGER INTERGRATED MININIG COMPANY LTD,15/10/2024,14/10/2027,98,20.48,Katsina,Danmusa,"Lithium,Tantalum,Beryl,Tourmaline (blue),Gold"
642,,62570,EL-062570,Exploration License,Valid,NIGER INTERGRATED MININIG COMPANY LTD,15/10/2024,14/10/2027,99,20.66,Katsina,Batsari,"Lithium,Tantalum,Beryl,Tourmaline (blue),Gold"
643,,62569,EL-062569,Exploration License,Valid,NIGER INTERGRATED MININIG COMPANY LTD,15/10/2024,14/10/2027,97,20.25,Katsina,Safana,"Lithium,Tantalum,Beryl,Tourmaline (blue),Gold"
644,,34005,SSML-034005,Small Scale Mining Lease,Blocked,DABAKO AGRICULTURAL SERVICES LIMITED,16/06/2021,15/06/2026,4,0.84,Katsina,Danja,Gold
645,,31987,EL-031987,Exploration License,Released,DERBERITH NIGERIA LIMITED,04/09/2020,03/09/2023,108,22.63,Katsina,"Bakori, Danja, Funtua",Gold
646,,33431,SSML-033431,Small Scale Mining Lease,Blocked,DUWAN COMPANY LIMITED,26/03/2021,25/03/2026,5,1.05,Katsina,Kafur,Sand
647,MANI,38773,QLS-038773,Quarry Lease,Blocked,MUTUAL COMMITMENT COMPANY LIMITED,21/10/2022,20/10/2027,4,0.83,Katsina,Mani,Granite
648,Kafur,37720,EL-037720,Exploration License,Blocked,YUSUFAJIA MINING & GENERAL MARCHANT LTD,09/06/2022,08/06/2025,200,41.88,Katsina,"Bakori, Kafur, Malumfashi","Aquamarine,Emeralds"
649,BAKORI,60928,SSML-060928,Small Scale Mining Lease,Valid,WEST AFRICA SOLAR LTD,15/10/2024,14/10/2029,5,1.05,Katsina,Bakori,"Kunzite,Gold"
650,BATAGARAWA,60677,QLS-060677,Quarry Lease,Valid,YUSUF AHMAD,09/08/2024,08/08/2029,4,0.83,Katsina,Batagarawa,Granite
651,,27503,EL-027503,Exploration License,Blocked,WESTERN METAL PRODUCTS COMPANY LIMITED,08/06/2018,07/06/2025,119,24.84,Katsina,Kankia,Iron
652,,23891,SSML-023891,Small Scale Mining Lease,Blocked,ABADA INVESTMENT LTD,07/11/2016,06/11/2026,2,0.42,Katsina,Kurfi,Kaoline
653,,28198,QLS-028198,Quarry Lease,Blocked,MUTUAL COMMITMENT COMPANY LIMITED,07/01/2019,06/01/2024,2,0.42,Katsina,Kafur,Granite
654,KAITA,36140,SSML-036140,Small Scale Mining Lease,Blocked,MIYA MINING COMPANY LTD,24/06/2022,23/06/2027,10,2.08,Katsina,Jibia,"Mica,Beryl,Gold"
655,SHINKAFI KATSINA,63491,QLS-063491,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,30/10/2024,29/10/2029,2,0.42,Katsina,"Kaita, Katsina",Laterite
656,JIBIA,38537,SSML-038537,Small Scale Mining Lease,Blocked,MUHAMMAD ABDULRASHEED,16/08/2022,15/08/2027,8,1.67,Katsina,Jibia,"Beryl,Gold"
657,,28197,QLS-028197,Quarry Lease,Blocked,MUTUAL COMMITMENT COMPANY LIMITED,07/01/2019,06/01/2024,4,0.84,Katsina,Kafur,Granite
658,JUBA SANDAMU KATSINA,63485,QLS-063485,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,06/11/2024,05/11/2029,2,0.42,Katsina,Sandamu,Laterite
659,BATAGARAWA,38234,SSML-038234,Small Scale Mining Lease,Blocked,MIYA MINING COMPANY LTD,19/09/2022,18/09/2027,10,2.08,Katsina,"Batagarawa, Jibia",Gold
660,BAURE,37431,SSML-037431,Small Scale Mining Lease,Blocked,METEORIC GEORESOURCE LIMITED,24/06/2022,23/06/2027,15,3.12,Katsina,Baure,Sand
661,GURJIYA DAURA KATSINA,63487,QLS-063487,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,30/10/2024,29/10/2029,2,0.42,Katsina,Sandamu,Laterite
662,FAGO SANDAMU KATSINA,63484,QLS-063484,Quarry Lease,Valid,MOTA-ENGIL NIGERIA LTD,06/11/2024,05/11/2029,2,0.42,Katsina,Sandamu,Laterite
663,Danja,36621,QLS-036621,Quarry Lease,Blocked,MUTUAL COMMITMENT COMPANY LIMITED,02/08/2022,01/08/2027,4,0.84,Katsina,Danja,"Laterite,Sand"
664,,24303,SSML-024303,Small Scale Mining Lease,Blocked,KATSINA SAHARA SUITES LIMITED,18/01/2017,17/01/2027,8,1.67,Katsina,Jibia,"Chromium,Copper,Silver,Gold"
665,JIBIA,36381,SSML-036381,Small Scale Mining Lease,Blocked,DIAMOND TANNERY LIMITED,24/03/2022,23/03/2027,15,3.12,Katsina,Jibia,"Mica,Beryl,Gold"
666,JIBIYA,36295,SSML-036295,Small Scale Mining Lease,Blocked,USHRAISA GLOBAL VENTURES LIMITED,05/05/2022,04/05/2027,3,0.62,Katsina,Jibia,Gold
667,Danja /Kafur,36524,SSML-036524,Small Scale Mining Lease,Blocked,ABUNJU ARE INVESTMENT LIMITED,02/08/2022,01/08/2027,15,3.14,Katsina,Bakori,Gold
668,,30197,EL-030197,Exploration License,Valid,S.T.K GLOBAL SERVICES LIMITED,16/10/2019,15/10/2026,116,24.26,"Katsina, Zamfara","Kankara, Gusau",Gold
669,FAKAI,62705,EL-062705,Exploration License,Valid,RISKING MINE GLOBAL LIMITED,15/10/2024,14/10/2027,100,20.97,Kebbi,Fakai,"Mica,Lithium,Gemstone,Gold,Iron,Magnesite"
670,,30427,EL-030427,Exploration License,Released,BAPPAYI MINING AND INVESTMENT LIMITED,12/11/2019,11/11/2024,120,25.16,Kebbi,"Danko Wasagu, Zuru","Copper,Gold,Iron"
671,SAKABA,61803,EL-061803,Exploration License,Valid,SBSF NIGERIA LIMITED,26/08/2024,25/08/2027,393,82.52,Kebbi,"Danko Wasagu, Sakaba","Lithium,Beryl,Tourmaline (others),Gold"
672,,31299,SSML-031299,Small Scale Mining Lease,Released,YALAMLAM MOTORS NIGERIA LIMITED,10/06/2020,09/06/2025,15,3.15,Kebbi,Danko Wasagu,"Manganese,Gold,Iron"
673,NGASKI,62680,ML-062680,Mining Lease,Valid,EL-TAHDAM EXPLORATION LTD.,19/08/2024,18/08/2049,10,2.1,Kebbi,Ngaski,"Lithium,Gold"
674,,62061,EL-062061,Exploration License,Valid,Al-Karama Multi-Link Nig Ltd,23/10/2024,22/10/2027,72,15.14,Kebbi,Ngaski,"Beryl,Tourmaline (blue),Columbite,Gold"
675,NGASKI,45689,EL-045689,Exploration License,Released,EL-TAHDAM EXPLORATION LTD.,25/03/2024,24/03/2027,10,2.1,Kebbi,Ngaski,"Lithium,Gold"
676,,35250,EL-035250,Exploration License,Released,WENSAM NIGERIA LIMITED,03/09/2021,02/09/2024,155,32.47,Kebbi,Fakai,Gold
677,,26764,SSML-026764,Small Scale Mining Lease,Valid,ABASCO NIGERIA LIMITED,19/02/2018,18/02/2028,4,0.84,Kebbi,Ngaski,Gold
678,,21,ML-000021,Mining Lease,Valid,NIGERIAN MINING CORPORATION INC,01/01/2005,31/12/2029,253,53.15,Kebbi,Ngaski,Gold
679,"NGASKI, KEBBI",45540,EL-045540,Exploration License,Valid,SUB-SAHARAN OCEAN SERVICES LTD,26/08/2024,25/08/2027,80,16.81,Kebbi,Ngaski,"Lithium,Gold"
680,"NGASKI, KEBBI",45688,EL-045688,Exploration License,Valid,AFRICAN OCEAN SERVICES LTD,,,150,31.5,Kebbi,"Ngaski, Yauri","Lithium,Gold"
681,,26765,SSML-026765,Small Scale Mining Lease,Valid,ABASCO NIGERIA LIMITED,19/02/2018,18/02/2028,4,0.84,Kebbi,Ngaski,Gold
682,SAKABA,61423,EL-061423,Exploration License,Valid,GOLD TREE INTERNATIONAL NONFERROUS METALS MINING CO. LTD.,09/08/2024,08/08/2027,192,40.32,Kebbi,Sakaba,"Lithium,Manganese,Tourmaline (others),Gold,Ilmenite,Iron,Monazite"
683,"BAGUDO, KEBBI",43433,EL-043433,Exploration License,Released,LAYDAM MINERALS LTD,17/03/2023,16/03/2026,70,14.68,Kebbi,Bagudo,"Copper,Lead,Manganese,Gold"
684,"BAGUDO, KEBBI STATE",55699,EL-055699,Exploration License,Valid,S A A ENGINEERING SERVICES LIMITED,23/04/2024,22/04/2027,200,41.93,Kebbi,Bagudo,"Lithium,Manganese,Gold"
685,,44343,SSML-044343,Small Scale Mining Lease,Released,IDEAL MINING RESOURCES LIMITED,20/10/2023,19/10/2028,6,1.26,Kebbi,Ngaski,"Lithium,Tantalum,Beryl,Columbite"
686,,30598,SSML-030598,Small Scale Mining Lease,Released,BAPPAYI MINING AND INVESTMENT LIMITED,16/12/2019,15/12/2024,10,2.1,Kebbi,Danko Wasagu,"Copper,Manganese,Gold,Iron"
687,KEBBI STATE.,61436,EL-061436,Exploration License,Valid,PARKA OIL & GAS LIMITED,15/10/2024,14/10/2027,121,25.37,Kebbi,Bagudo,Manganese
688,,59164,ML-059164,Mining Lease,Valid,MUFKAD MINES & INVESTMENT LIMITED,14/10/2024,13/10/2049,2,0.42,Kebbi,Ngaski,"Lithium,Tantalum,Cassiterite,Gold"
689,BAGUDU,61219,EL-061219,Exploration License,Valid,PSC INTERNATIONAL INVESTMENT LIMITED,09/08/2024,08/08/2027,167,35.02,Kebbi,Bagudo,"Copper,Lithium,Manganese,Gold"
690,,32876,EL-032876,Exploration License,Released,GREEN MINES LIMITED,24/11/2020,23/11/2023,129,27.03,Kebbi,Fakai,"Lithium,Fluorspar/fluorite"
691,NGASKI 13CU,61059,EL-061059,Exploration License,Valid,SALMAKHAIR NIGERIA LIMITED,13/06/2024,12/06/2027,13,2.74,Kebbi,Ngaski,"Lithium,Manganese,Beryl,Kunzite,Gold"
692,BAGUDO,61217,EL-061217,Exploration License,Valid,PSC INTERNATIONAL INVESTMENT LIMITED,09/08/2024,08/08/2027,195,40.89,Kebbi,Bagudo,"Copper,Lithium,Manganese,Gold"
693,,46343,SSML-046343,Small Scale Mining Lease,Released,IDEAL MINING RESOURCES LIMITED,20/10/2023,19/10/2028,6,1.26,Kebbi,Ngaski,"Lithium,Tantalum,Beryl,Columbite"
694,ZURU,39761,EL-039761,Exploration License,Valid,SUB-SAHARAN OCEAN SERVICES LTD,24/05/2024,23/05/2027,100,21.0,Kebbi,Danko Wasagu,"Lithium,Gold"
695,"NGASKI, KEBBI",45977,EL-045977,Exploration License,Valid,AFRICAN CHANNELS DEVELOPMENT LTD,24/05/2024,23/05/2027,60,12.61,Kebbi,Ngaski,"Lithium,Gold"
696,KEBBI,61437,EL-061437,Exploration License,Valid,PARKA OIL & GAS LIMITED,15/10/2024,14/10/2027,121,25.37,Kebbi,Bagudo,Manganese
697,,30428,EL-030428,Exploration License,Released,BAPPAYI MINING AND INVESTMENT LIMITED,12/11/2019,11/11/2024,158,33.11,Kebbi,Danko Wasagu,"Copper,Gold,Iron"
698,,32987,EL-032987,Exploration License,Released,MIDLAND PLATINUM RESOURCES LTD,15/02/2021,14/02/2024,50,10.47,Kebbi,Fakai,Gold
699,SAKABA,61657,SSML-061657,Small Scale Mining Lease,Valid,KEDE INTEGRATED RESOURCES LIMITED,09/08/2024,08/08/2029,15,3.15,Kebbi,Sakaba,"Mica,Lithium,Tourmaline (blue)"
700,,23008,SSML-023008,Small Scale Mining Lease,Valid,GALILEO SCIENTIFIC LIMITED,16/12/2016,15/12/2026,15,3.16,Kebbi,Ngaski,"Lithium,Manganese,Silver,Tourmaline (blue),Bauxite,Gold"
701,MAGAMA,53334,ML-053334,Mining Lease,Valid,ABU AMMAR MINING CO LTD,23/01/2025,22/01/2050,2,0.42,Kebbi,Ngaski,"Copper,Lithium,Tin,Beryl,Columbite"
